"IDكودالصيانة","رقم الشاسية","تاريخ الصيانة","عداد اسود","عداد الوان","بيان الاصلاح","المهندس","قطع الغيار المطوبة","Field1"
"5499","M5084204482","6/21/2023 12:00:00 AM","156403","92458","صيانة دورية","ايمن","",""
"5500","4l12520047","6/21/2023 12:00:00 AM","338106","","صيانة دورية","ايمن","",""
"5501","M6584601020","6/24/2023 12:00:00 AM","209440","","حشر مستمر","ايمن","",""
"5502","W794P101825","6/21/2023 12:00:00 AM","50238","12010","عداد تسليم الالة من المعرض","ايمن","",""
"5504","V7610900773","6/19/2023 12:00:00 AM","368899","1355496","تم ضبط الصورة","رحيم","",""
"5505","V7902900279","6/21/2023 12:00:00 AM","1173349","","تم تركيب روال زيت للالة وتم تجربة","رحيم","",""
"5506","W542JB00610 ش","6/21/2023 12:00:00 AM","350268","104322","تم تركيب شيت فلم للسخان","رحيم","بدون حساب وبدن ضمان",""
"5507","QAW1323965","6/21/2023 12:00:00 AM","169106","","تم عمل صيانة للالة","رحيم","الالة تحتاج شفرة درام",""
"5508","V7913600408","6/21/2023 12:00:00 AM","362568","","تم ضبط الحشر فى الدوبلكس بسبب وجود ورقة محشورة","رحيم","",""
"5510","E235CA30007","6/19/2023 12:00:00 AM","842922","719348","تم تركيب الفينشار وتسليم الالة","رحيم","",""
"5511","L3664700269","6/21/2023 12:00:00 AM","576676","93252","صيانة دورية","شعبان","محتاج مقايسة بعدد 3 شفرات",""
"5512","V7915201976","6/21/2023 12:00:00 AM","1057782","","صيانة دورية + تم عمل صيانة للسخان","شعبان","",""
"5513","L7973600152","6/18/2023 12:00:00 AM","1393824","","SC569 + SC 402","ايمن","",""
"5514","V7913200528","6/26/2023 12:00:00 AM","532723","","حشر مستمر فى السخان","ايمن","الدرام مشرز",""
"5516","G075P800388","6/20/2023 12:00:00 AM","136425","755","صيانة دورية","مجدى","",""
"5517","E154M130887","6/20/2023 12:00:00 AM","454936","46177","صيانة دورية","مجدى","",""
"5518","V9314700650","6/20/2023 12:00:00 AM","364915","92452","صيانة دورية","مجدى","",""
"5521","V9314100287","6/20/2023 12:00:00 AM","224213","130356","صيانة دورية","مجدى","",""
"5522","S7234200574 ش","6/20/2023 12:00:00 AM","227310","66517","صيانة دورية","مجدى","الالة الاخري تحتاج تنك ديفلبر اسود + حصيرة",""
"5523","G075PB00901","6/20/2023 12:00:00 AM","33246","131393","تم لحام ريشة الدوبلكس","الزهري","",""
"5524","V9824200707","6/21/2023 12:00:00 AM","304600","127286","صيانة دورية","مجدى","",""
"5525","V1503800749","5/18/2023 12:00:00 AM","150097","157480","تم تجديد العقد على هذه الالة فقط","مجدى","",""
"5527","V1494500080 ش","6/21/2023 12:00:00 AM","269230","134199","تروس السخان + كسر فى الكرونا الجانبية","مجدى","",""
"5528","S7224600404","6/21/2023 12:00:00 AM","185420","27749","صيانة دورية","مجدى","",""
"5529","N492X10852","6/21/2023 12:00:00 AM","245448","","صيانة دورية","مجدى","",""
"5530","V9314702744","6/21/2023 12:00:00 AM","255362","143693"," صيانة دورية","مجدى","",""
"5531","V4499100226","6/22/2023 12:00:00 AM","260320","","عداد تسليم الالة","اسامة","",""
"5535","E254C230016 ش","6/22/2023 12:00:00 AM","172570","743285","تم تركيب روال شحن لليونت الازرق","رحيم","",""
"5539","V9714702097","6/22/2023 12:00:00 AM","209780","79449","تم عمل صيانة لليونت الاحمر والازرق","شعبان","",""
"5540","M5783400607","6/22/2023 12:00:00 AM","1250240","","تم تركيب مجموعة روال الزيت + روال السخان العلوى كاتون","شعبان","تم حسابهم 800 + 450 =1250 جنية",""
"5543","LXP6X11096","6/22/2023 12:00:00 AM","185241","","تم اصلاح خطاء فى مقاس الورق","اسامة","100 جنية زيارة",""
"5544","V8213701120","5/22/2023 12:00:00 AM","","","تم تغير حامل الحبر + تعديل فى دراع السخان + صيانة عامة","شعبان","تم حسابة 850 جنية",""
"5545","V8213701120","6/22/2023 12:00:00 AM","213928","","تم حل كود SC 302 + صيانة شاملة","اسامة","تم حسابة 50 جنية",""
"5546","W3049404951","6/21/2023 12:00:00 AM","186622","","تم اصلاح علامة الحبر","اسامة","",""
"5549","S9044300096","6/22/2023 12:00:00 AM","65688","","تم حل مشكلة الحشر + تعليمة على الالة","يوسف","",""
"5550","W431K900560","6/25/2023 12:00:00 AM","836338","","تم الغاء كود SC543","شعبان","",""
"5556","C079C230028","6/22/2023 12:00:00 AM","90850","302120","تم تركيب درام لليونت الاصفر","رحيم","الدرام بة نقطة",""
"5558","S7214000955 ش","6/22/2023 12:00:00 AM","355992","46497","تم ملو حبر ربع الفا","كريم","",""
"5559","G074P300502 ش","6/22/2023 12:00:00 AM","503112","138395","تم ملو كيس حبر الفا ربع","كريم","",""
"5560","S3726720040 ش","6/22/2023 12:00:00 AM","909030","","ملو جيركن كاتون نص","كريم","",""
"5563","E174J401059","6/22/2023 12:00:00 AM","327291","131126","تم تغير شيت فلم للسخان","مجدى","",""
"5569","T1128762943","6/22/2023 12:00:00 AM","207940","","تم تغير الكارتيج","مجدى","",""
"5571","E174J700144","6/24/2023 12:00:00 AM","266482","174017","صيانة دورية","مجدى","",""
"5572","V7913300584","6/14/2023 12:00:00 AM","1309098","","صيانة دورية","مجدى","",""
"5573","V1484801102","6/24/2023 12:00:00 AM","205846","106155","صيانة دورية","مجدى","",""
"5574","T1128965077","6/22/2023 12:00:00 AM","320191","","صيانة دورية","مجدى","",""
"5576","M5422500093","6/24/2023 12:00:00 AM","850337","","صيانة دورية","شعبان","",""
"5577","V2294501322","6/24/2023 12:00:00 AM","92145","28666","تم عمل صيانة لليونت الاسود","شعبان","",""
"5582","V9714302496","6/22/2023 12:00:00 AM","254866","176929","تم وضع حبر اسود","ايمن","",""
"5583","M5593300079","6/22/2023 12:00:00 AM","521771","","تم نقل يونت الدرام من الالة الاخرى + تم نقل الحصيرة من الالة الاخرى","ايمن","",""
"5584","M5792600321","6/22/2023 12:00:00 AM","2366309","","تم نقل يونت الدرام من الالة الاخرى + تم وضع الحصيرة الجديدة","ايمن","",""
"5585","H6717101229","6/24/2023 12:00:00 AM","199604","","SC 500","تمام","",""
"5586","V1493901616","6/24/2023 12:00:00 AM","220218","108649","عداد تسليم الالة من المعرض","","تم دفع 2000 جنية وباقى 8000 جنية",""
"5587","W524J100607","6/24/2023 12:00:00 AM","195447","","الالة تحتاج ظافر درام","رحيم","تم عمل عقد صيانة",""
"5588","V6993000318","6/24/2023 12:00:00 AM","2699715","","سيتم ضبط B 2","رحيم","تم عمل عقد صيانة",""
"5589","W794P801511","6/24/2023 12:00:00 AM","34114","76947","الالة تحتاج تغير يونت اصفر","اسامة","",""
"5590","S7234200670ش","6/24/2023 12:00:00 AM","204213","54587","صورة بهتانة وتم مسح المرايات","اسامة","",""
"5593","W3019207536","6/25/2023 12:00:00 AM","115166","","تم اصلاح كود SC 322","اسامة","",""
"5595","M5084100449","6/14/2023 12:00:00 AM","667077","80934","تم عمل صيانة للالة","رحيم","",""
"5596","V2409487026","6/24/2023 12:00:00 AM","236068","112066","تم تركيب حصيرة للالة + صيانة عامة","شعبان","تم دفع 1500 جنية وباقى 1000 جنية",""
"5601","3667831503","6/25/2023 12:00:00 AM","717166","","تم عمل صيانة للالة","تمام","",""
"5603","M6394900497","6/25/2023 12:00:00 AM","435138","","صيانة دورية","شعبان","تم تحصيل 500 جنية قسط",""
"5604","J8444501477","6/25/2023 12:00:00 AM","428533","","صيانة دورية","شعبان","",""
"5608","V9824200707","6/25/2023 12:00:00 AM","304605","127286","صيانة دورية","مجدى","",""
"5609","E174M831512","6/26/2023 12:00:00 AM","569936","301495","تم تغير السخان بالكامل","ايمن","",""
"5610","V9714302496","7/6/2023 12:00:00 AM","255585","176957","صيانة دورية","ايمن","تم عمل عقد صيانة",""
"5611","M582900752","6/26/2023 12:00:00 AM","821109",""," SC 324 + SC 542","ايمن","",""
"5612","T597H302855","6/24/2023 12:00:00 AM","88887","","عداد تسليم الالة","عبدة","من المعرض",""
"5618","S9059000066","6/25/2023 12:00:00 AM","771272","","تم اصلاح الصورة البهتانة","اسامة","تحصيل زيارة 300 جنية",""
"5619","T1129161444","6/25/2023 12:00:00 AM","104744","","تم ملو حبر + صيانة","اسامة","تم تحصيل 300 جنية",""
"5620","T1128664069","6/25/2023 12:00:00 AM","227508","","تم ملو حبر + صيانة","اسامة","تم تحصيل 300 جنية",""
"5621","W794P801511","6/25/2023 12:00:00 AM","34117","76953","تم استبدال اليونت الاصفر","اسامة","",""
"5622","V4499100226","6/26/2023 12:00:00 AM","261023","","صيانة دورية","اسامة","",""
"5626","V8013400406","6/26/2023 12:00:00 AM","2232250","","صورة باهتة وتم اصلاحة","اسامة","تم تحصيل 150 جنية زيارة",""
"5630","S7234200574 ش","6/24/2023 12:00:00 AM","227937","66573","صيانة دورية","مجدى","",""
"5631","S7214200506","6/24/2023 12:00:00 AM","449218","91867","تم تركيب تنك ديفلبر اسود + حصيرة","مجدى","",""
"5634","L7086660183","6/25/2023 12:00:00 AM","189622","","تم ملو حبر","مجدى","",""
"5635","E333M920248 ش","7/3/2023 12:00:00 AM","287785","","صيانة دورية","مجدى","",""
"5636","S7214700085","7/3/2023 12:00:00 AM","203335","43441","تم تعبئة حبر سمارت","مجدى","تحصيل 200 جنية",""
"5637","W3049404951","7/3/2023 12:00:00 AM","186871","","تم حل مشكلة الصورة البهتانة","مجدى","الالة تحتاج حامل حبر",""
"5640","V9714702097","7/3/2023 12:00:00 AM","212854","79944","تم عمل صيانة لليونت الاحمر","شعبان","",""
"5642","V1409533107","7/3/2023 12:00:00 AM","267247","76711","محتاج كيس حبر اصفر","شعبان","",""
"5645","M6384301232","7/4/2023 12:00:00 AM","37718","","صيانة دورية + تم دفع اخر قسط للالة","شعبان","تم دفع 1000 جنية من اقساط الالة",""
"5646","S9058900114","7/3/2023 12:00:00 AM","225099","","تم تغير ليزر للالة من عند العميل","اسامة","تم دفع 200 جنية زيارة",""
"5647","T1129562521","7/3/2023 12:00:00 AM","226227","","صيانة دورية","اسامة","",""
"5648","M5593600168","7/3/2023 12:00:00 AM","736598","","تم تركيب ماتور حصيرة  للتجربة + اصلاح SC440","اسامة","قسط عقد صيانة 250 + حبر طابعة 250 جنية",""
"5649","S7234200670ش","7/3/2023 12:00:00 AM","204289","54598","صيانة دورية","اسامة","",""
"5653","W795P700376","7/4/2023 12:00:00 AM","218457","82119","صيانة دورية","مجدى","",""
"5654","S9958700473","7/4/2023 12:00:00 AM","29412","36997","صيانة دورية","مجدى","الالة تحتاج درام + حبر + شباية ازرق",""
"5655","E175MB30300","7/4/2023 12:00:00 AM","241872","183027","صيانة دورية","مجدى","",""
"5656","M5793300004","7/4/2023 12:00:00 AM","335299","","صيانة دورية","مجدى","",""
"5657","W803P700277","7/3/2023 12:00:00 AM","55872","12985","تم عمل صيانة لباب الجنب","مجدى","",""
"5658","9W96660131","7/4/2023 12:00:00 AM","616822","90144","تم نقل روال الشحن الازرق مكان الاحمر وتم ضبط الترحيل","رحيم","",""
"5659","W524J100607","7/4/2023 12:00:00 AM","195546","","تم تركيب ظافر للدرام","رحيم","تم دفع 150 جنية",""
"5660","V6993000318","7/4/2023 12:00:00 AM","2701621","","تم ضبط الالة B 2","رحيم","",""
"5664","K8554804021","7/4/2023 12:00:00 AM","229742","","تم تغير طقم تروس","شعبان","تم دفع 250 جنية",""
"5665","S7314700150","7/4/2023 12:00:00 AM","173561","21059","تم عمل صيانة للحصيرة","شعبان","",""
"5667","W663K400148 ش","7/4/2023 12:00:00 AM","392294","","تم تغير البانل + كيس حبر الفا","شعبان","تم دفع 1000 جنية وباقى 150 جنية",""
"5668","W904PC00183","7/4/2023 12:00:00 AM","55570","","تم تزويد 10 جرام ديفلبر + صيانة لليونت","شعبان","الالة تحتاج حامل حبر",""
"5669","M5583400864","7/5/2023 12:00:00 AM","416316","","الالة تحتاج بكر سحب الدرج الاول والثانى","مجدى","",""
"5671","V7720930018","7/5/2023 12:00:00 AM","351781","353262","تم نقل الهارد من الالة الاخرى","رضا","",""
"5672","G074P300502 ش","7/5/2023 12:00:00 AM","503787","138405","صيانة دورية","شعبان","",""
"5674","S3726720040 ش","7/5/2023 12:00:00 AM","915370","","تم ملو حبر ربع الفا","شعبان","",""
"5675","S7214000955 ش","7/5/2023 12:00:00 AM","356633","46497","صيانة دورية","شعبان","",""
"5676","S9339500806 ش","7/5/2023 12:00:00 AM","81850","104999","صيانة دورية","شعبان","",""
"5679","M5603300124 ش","7/4/2023 12:00:00 AM","434027","","تم استبدال تنك الديفلبر","اسامة","الالة تحتاج روال سخان علوي + مجموعة روال الزيت + قاعدة حصيرة",""
"5680","V8013400406","7/4/2023 12:00:00 AM","2233251","","تم تغير حساس تنك الديفلبر + الالة تحت التجربة","اسامة","الحساب 300 جنية",""
"5683","V8002900378","7/4/2023 12:00:00 AM","444728","","تم اصلاح علامة الحبر","اسامة","",""
"5684","S9058900121","7/5/2023 12:00:00 AM","71430","","عداد تسليم الالة","تمام","",""
"5685","S9058900193","7/5/2023 12:00:00 AM","65604","","عداد تسليم الالة","تمام","",""
"5686","S9059000093 ش","7/5/2023 12:00:00 AM","166547","","عداد تسليم الالة","تمام","",""
"5687","W794P101777","7/5/2023 12:00:00 AM","958","3879","عداد تسليم الالة + تم تعريف الالة","يوسف","",""
